Title;Date;URL;Likes;Comments;Clicks;Shares;Impressions;Engagement;Vid. Views;Viewers;Time Watched;Type
"Gracias @Hertz Argentina por sumarse a este gran hito 🚗💙 Su apoyo nos permite llegar a Concordia para seguir construyendo futuro junto a 130 familias de Entre Ríos.

 #ConstrucciónTECHO #EntreRíos";2024-11-15 19:35;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7263318803806109696";1;0;10;0;338;"3.25";;;;"text"
"#OportunidadLaboral | Continuamos con la búsqueda de la próxima Dirección Nacional de Desarrollo de Fondos 🎯

Queremos transformar la realidad de miles de familias que viven en emergencia habitacional en barrios populares. Para lograrlo, estamos buscando a una persona dispuesta a generar, innovar y liderar estrategias de recaudación de fondos con grandes y pequeños donantes 🚀.

Si sos o conoces a una persona que disfrute de generar relaciones institucionales, con capacidad analítica, estratégica y con ganas de crear e innovar para impactar en la realidad en la que viven millones de personas en Argentina, está es tu/la oportunidad. ❤️‍🔥

Postula o invita a esa persona a postular en el siguiente link o etiquetándola en esta publicación 👉 https://lnkd.in/d3-WtQWJ

¡Te estamos esperando!

@Maximiliano Muñoz";2024-11-13 09:34;"https://www.linkedin.com/feed/update/urn:li:share:7262442792092659712";52;0;380;4;6459;"6.75";;;;"article"
"Entre tanto debate sobre la #InteligenciaArtificial 🤖 nos juntamos con la @Fundación Bunge y Born para pensar en cómo usarla a nuestro favor.

Actualmente nos encontramos en búsqueda de aliados para financiar y potenciar esta propuesta. Si trabajas o tenés contacto con alguna organización o empresa que tenga interés en ser parte, escribinos a cis.argentina@techo.org 📋

@María Lucía Groos";2024-11-07 16:42;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7260375875961978880";44;3;134;6;2022;"9.25";1361;1014;13;"video"
"Te estamos buscando (#hiring) 💙🏠🫱🏼‍🫲🏽 Si te motiva generar alianzas y red entre distintos actores, este puesto es para vos!

#BúsquedaActiva @Maximiliano Muñoz";2024-11-07 09:50;"https://www.linkedin.com/feed/update/urn:li:share:7260272465958895616";39;1;290;3;4406;"7.56";;;;
"#busquedaactiva 

Queremos desarrollar un prototipo de vivienda definitiva que responda a la emergencia habitacional y para esto necesitamos aliados! 🫱🏼‍🫲🏽";2024-11-06 12:28;"https://www.linkedin.com/feed/update/urn:li:share:7259949678119542785";30;0;154;4;3538;"5.31";;;;"text"
"DISEÑEMOS UNA VIVIENDA JUNTOS 🫱🏼‍🫲🏽🧠🏠

Queremos desarrollar una solución de vivienda que responda a la emergencia habitacional en barrios populares, sea de bajo costo y progresable hacia una vivienda definitiva, y para esto necesitamos aliados! 🫱🏼‍🫲🏽

Te invitamos a ser parte de este proceso aportando conocimientos, experiencia e interés! Dejanos tu contacto para acercarte más información ➡️ https://lnkd.in/d8VamupB 

#Arquitectura #Diseño #Innovación @María Lucía Groos";2024-10-25 10:06;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7255565199221399552";83;8;323;9;3721;"11.37";1475;1183;13;"video"
"Gracias @Maximiliano por hacer de este equipo un espacio de encuentro, crecimiento y aprendizaje constante. 

Sin dudas seguiremos llevando adelante todo lo construido en estos 10 años juntos 💙 ¡Gracias totales! ";2024-10-22 09:59;"https://www.linkedin.com/feed/update/urn:li:share:7254476541236039680";21;1;63;0;1828;"4.65";;;;"text"
"Hola #red ¿y si salimos de la virtualidad? Hoy nos encontramos acá 👇";2024-10-22 09:37;"https://www.linkedin.com/feed/update/urn:li:share:7254470811690946560";7;0;15;1;599;"3.84";;;;"text"
"Desde hace mucho tiempo, Andre nos acompaña y asesora a través de @Dimensión Humana Consultora. Su apoyo en el desarrollo de liderazgo y trabajo en equipo ha sido clave para fortalecer nuestra organización y llevar nuestra misión aún más lejos.

El impacto que buscamos en cada barrio popular requiere no solo recursos y voluntades, sino también equipos sólidos, capaces de adaptarse y liderar con empatía y visión. 

@Andrea Frascaroli  ha sido una pieza fundamental en este rumbo, caminando a la par del equipo con el objetivo de seguir transformando realidades.

Gracias, Andre, por tu compromiso y por compartir con nosotros tu experiencia y conocimiento.

Recomendamos su último lanzamiento para quien esté en búsqueda de herramientas de liderazgo ⬇️

#DimensiónHumana #LiderazgoConImpacto #TransformaciónSocial";2024-10-18 19:39;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7253172930287730689";7;1;37;0;585;"7.69";;;;"text"
"#BúsquedaAbierta 🟢 para las Direcciones Generales de nuestras sedes #CorrientesChaco #LaPlata #Mendoza y #Salta 🔜 

¡Sumate a este gran equipo! 💙";2024-10-18 11:12;"https://www.linkedin.com/feed/update/urn:li:share:7253045307792384000";10;0;56;0;1833;"3.6";;;;"text"
"A 6 años de la sanción de la Ley 27.453 de Integración Socio Urbana, organizamos junto a @Cáritas Argentina y @Fundar el panel ""Políticas que trascienden, políticas que transforman"", un espacio de reflexión en la @Pontificia Universidad Católica Argentina (UCA).

El encuentro reunió a figuras como Elisa Carrió, Jorge García Cuerva, Fernanda Miño y Sebastián Welisiejko, quienes reflexionaron sobre una política que ha trascendido gobiernos y transformado la vida de miles de familias en barrios populares, generando acceso a servicios básicos y mejorando sus condiciones de vida.

Creemos firmemente en la potencia de encontrarnos entre distintos con un objetivo común: promover la integración socio urbana como camino para abordar la pobreza estructural en Argentina.

@Juan Maquieyra @María Migliore @Sebastián Welisiejko";2024-10-16 11:56;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7252331466074767360";92;0;426;2;2963;"17.55";;;;"multiimage"
"Gracias a todo el equipo de @Schneider Electric por sumarse a construir el país que queremos 🙌";2024-10-15 16:24;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7252036745397948417";25;0;40;0;685;"9.49";;;;"text"
"Gracias @Balmoral College por acompañarnos todos estos años y seguir potenciando este espacio de encuentro para las juventudes 🙌 ";2024-10-15 13:16;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7251989332108996608";7;0;20;0;551;"4.9";;;;"text"
"Queremos ser parte de tu planificación del 2025 💪

La #Construcción con #Empresas es una oportunidad de voluntariado corporativo para participar de la construcción de una vivienda de emergencia, junto a una familia que hoy vive en situación de extrema pobreza.

Creemos en el poder del hacer en equipo, sumate con el tuyo💙

➡️ Más información en bit.ly/TECHO_empresas

#teambuilding #teamwork #creativity #collaboration #efficiency #communication #goals #success #empresas #argentina #voluntariado";2024-10-09 10:43;"https://www.linkedin.com/feed/update/urn:li:share:7249776509777788929";34;0;46;7;2203;"3.95";;;;"image"
"🌍 Hoy es el #DíaMundialDelHábitat , y desde TECHO - Argentina reafirmamos nuestro compromiso con la construcción de un futuro urbano mejor para todas las personas. Este año, la agenda de #OctubreUrbano nos recuerda la importancia de que las juventudes sean protagonistas y sabemos que, para eso, necesitamos sumar esfuerzos.

🏠 En Argentina, 1 de cada 3 personas no cuenta con una vivienda adecuada. Millones de familias viven en condiciones de hacinamiento, inseguridad y precariedad, y 13 millones no tienen seguridad sobre la tenencia de sus viviendas, lo que los deja en una situación de extrema vulnerabilidad. Además, 7 de cada 10 barrios populares enfrentan graves riesgos ambientales, como basurales cercanos o acceso a agua contaminada. Es una realidad urgente que se agrava cuando el 52,9% de la población vive bajo la línea de pobreza.

🤝 Por eso, este mes, @TECHO - Argentina, @Hábitat para la Humanidad Argentina, @Fundación Vivienda Digna, @Módulo Sanitario y @Mujeres 2000 nos unimos para visibilizar la problemática habitacional y hacer un llamado urgente a la acción. Porque sabemos que trabajar en red es clave para generar impacto y que la única forma de avanzar hacia un país más justo es trabajando juntos: el sector público, el privado y la sociedad civil.

Te invitamos a conocer más sobre esta campaña conjunta y a ser parte del cambio. Cada acción suma, porque el acceso a una vivienda adecuada es un derecho humano fundamental.

🔗 https://lnkd.in/dmunCmSr 

Sumate con el hashtag #MesDelHábitat y ayudanos a poner este tema en el centro del debate público. 💬✊

@ONU-HABITAT Argentina";2024-10-07 18:21;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7249166995596754944";45;0;111;6;1700;"9.53";;;;"multiimage"
"Cada vez más cerca del objetivo💪 
Este año nos propusimos construir 1001 #viviendas, y este mes llegamos a las 545 🙌🏘️

Gracias al apoyo y compromiso de las #empresas que se sumaron a construir con sus equipos para transformar esta realidad.

@Lacoste | SP Global | @DHL Express | DHL Global | Innovid | @HSBC | Stellantis (PSA Peugeot Citroen - Fiat Chrysler) | Grupo Disal | Pedro Puerta

Seguimos gestionando espacios de encuentro 💙
➡️ Más información en bit.ly/TECHO_empresas";2024-10-04 11:12;"https://www.linkedin.com/feed/update/urn:li:share:7247971793158696961";49;0;60;3;1611;"6.95";;;;"image"
"¡Nuestro equipo te está buscando! 💙 #búsquedalaboral #argentina ";2024-09-27 10:25;"https://www.linkedin.com/feed/update/urn:li:share:7245423210689642496";39;0;334;4;4892;"7.71";;;;"text"
"💡 #EncendéLaLuz con nosotros y hacé la diferencia.

A lo largo de septiembre y octubre, por cada lámpara Philips Led ECOHOME vendida, los clientes estarán colaborando con el financiamiento del programa de construcción de viviendas de emergencia.

Esta alianza con @Signify representa un avance significativo en nuestra misión de mejorar la calidad de vida de las familias que actualmente viven en asentamientos en Argentina. 

Nos llena de orgullo concretar acuerdos como este, que fortalecen nuestro trabajo en conjunto con las comunidades. ";2024-09-17 11:40;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7241818422836121600";46;1;374;8;2355;"18.22";;;;"document"
"¿Qué hacemos con la crisis climática?

En la actualidad, esta problemática demanda incluir una perspectiva ambiental en el diseño, gestión y evaluación de políticas públicas tendientes a mejorar la calidad de vida y asegurar el acceso a servicios básicos para las familias que se encuentran en mayor vulnerabilidad socioeconómica.

✅ Esta perspectiva permite garantizar la protección del medio ambiente, la mitigación del cambio climático, la promoción de la salud pública y la consecución de la equidad social y la justicia ambiental.

📋 La generación de información es una parte fundamental para impulsar estas medidas y un reflejo de nuestro trabajo en territorio junto con la comunidad. 

➡️Así fue que surgió este informe de “Desigualdad climática en barrios populares”. Pueden leerlo acá https://lnkd.in/dVZT7WJa 

#BarriosPopulares #Argentina #CambioClimático #PolíticasPúblicas #Investigación 
";2024-09-04 15:15;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7236795704491298816";76;0;635;18;3416;"21.34";;;;"document"
"¡Corré por una buena causa! 🏃🏻‍♀️‍

El próximo 8/9 se realizará la 9na Maratón Solidaria con @Universidad Siglo 21,  para mejorar las condiciones de vivienda y hábitat de miles de familias de la provincia de #Córdoba. 

Conocé más y súmate acá 👇
https://lnkd.in/dEvnizZe ";2024-08-30 10:33;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7235278340419403778";6;1;13;2;686;"3.21";;;;"text"
"Cada vez más cerca del objetivo💪 
Este año nos propusimos construir 1001 #viviendas, y este mes llegamos a las 503 🙌🏘️

Gracias al apoyo y compromiso de las #empresas que se sumaron a construir con sus equipos para transformar esta realidad.

@SIGMA AGRO | @Stellantis (PSA Peugeot Citroen - Fiat Chrysler) | @DHL Supply Chain | @Beiersdorf | @SC Johnson | EDET | @Cocos | @Softys | Maqoil

Seguimos gestionando espacios de encuentro 💙
➡️ Más información en bit.ly/TECHO_empresas ";2024-08-29 10:09;"https://www.linkedin.com/feed/update/urn:li:share:7234910076854013952";71;5;72;4;3069;"4.95";;;;"image"
"Gracias a @Softys por acompañarnos a seguir transformando realidades 🩵

Junto a su equipo construimos 10 viviendas con soluciones sanitarias para 10 familias del barrio ""El Gauchito"" en #Zárate. A su vez, @Softys se encargó de colocar un puesto de vacunación para todo la comunidad.

También nos reunimos en un espacio de aprendizaje a través de una charla sobre ciclos menstruales. ¡Gracias a todos los que hicieron posible este trabajo! 

#TECHO #empresas #Argentina #voluntariado #construcción #higiene #solucionessanitarias";2024-08-20 15:05;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7231723000213979136";20;0;221;1;941;"25.72";;;;"text"
"Gracias a la participación de @Cocos estamos llegando a nuestro objetivo del año: construir 1.001 viviendas para que 1.001 familias dejen de vivir en un piso de tierra. 

Si vos también queres ser parte podes sumarte a construir con tu #empresa.
Te invitamos a ser uno de los protagonistas de tu sector en el cambio que queremos ver en la sociedad.

Más información en bit.ly/TECHO_empresas 🏘️";2024-08-20 14:30;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7231714227785265152";21;0;174;1;1225;"16";;;;"text"
"Gran parte de nuestro trabajo se sostiene gracias al #voluntariado detrás de cada actividad que realizamos. Es por esto que para nosotros es muy importante la búsqueda de nuevas personas que quieran sumarse a esta experiencia. 

Gracias al tiempo que nos brindó @Agencia CHAN! trabajamos en identificar los perfiles de quienes podrían acompañarnos en este proceso y creamos una campaña de #GeneraciónTECHO para llegar a que más personas se sumen a @TECHO - Argentina 💙

Si vos también querés ser parte, o conoces a alguien que le interese, compartile este link de inscripción actividades.techo.org 🙌";2024-08-14 15:23;"https://www.linkedin.com/feed/update/urn:li:share:7229553317213859840";52;2;123;8;2411;"7.67";;;;"image"
"""Las construcciones de @TECHO - Argentina son una especie de Aleph de argentinidad, un punto donde todo lo que somos se concentra. El encuentro entre realidades, generaciones, e ideologías, donde la pasión por compartir un mate o una comida conviven con la pobreza extrema a la cual está condenada más de la mitad de la Argentina. (...) 

Está crónica inicial de los contrastes en una construcción con TECHO en Misiones sirve de pequeña muestra del gran y dramático contraste nacional, graficado por los datos recientemente publicados por el @Observatorio de la Deuda Social Argentina de la UCA: el 55% de la población es pobre y uno de cada cinco argentinos es indigente."" 

Así empieza la columna de opinión de nuestro Director Ejecutivo, @Juan Maquieyra, donde pensamos la gran tragedia argentina y proponemos tres actitudes que nos permitan hacer algo como comunidad para salir adelante, con el norte puesto en que ningún niño o niña de Argentina llegue al mundo sin un plato de comida o sobre un piso de tierra.

Leé acá la nota completa: https://lnkd.in/dh32rZcC";2024-08-08 10:00;"https://www.linkedin.com/feed/update/urn:li:share:7227101982161854464";28;0;53;3;1767;"4.75";;;;"article"
